ID,Name,Description,Contributor_ID,Chapter,Type,PHOIBLE_Segment_ID,PHOIBLE_Segment_Name,Multivalued,WALS_ID,WALS_Representation,Area,Map_Gall_Peters,metadata
226,dː - geminate voiced dental/alveolar plosive,,,,segment,AF55984F7DCE6CC6910C605F97C59E55,dː,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 161, ""phoible"": {""id"": ""AF55984F7DCE6CC6910C605F97C59E55"", ""segment"": ""d\u02d0""}, ""symbol"": ""d\u02d0"", ""obstruent"": true, ""consonant"": true}"
227,kː - geminate voiceless velar plosive,,,,segment,35B6E18B055F7621FA32D24600C7EDC6,kː,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 213, ""phoible"": {""id"": ""35B6E18B055F7621FA32D24600C7EDC6"", ""segment"": ""k\u02d0""}, ""symbol"": ""k\u02d0"", ""obstruent"": true, ""consonant"": true}"
228,gː - geminate voiced velar plosive,,,,segment,A1959D41630316B7022C7F211D6599D9,ɡː,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 183, ""phoible"": {""id"": ""A1959D41630316B7022C7F211D6599D9"", ""segment"": ""\u0261\u02d0""}, ""symbol"": ""g\u02d0"", ""obstruent"": true, ""consonant"": true}"
229,mː - geminate voiced bilabial nasal,,,,segment,30165CD7CBD456AD23965FFF9324A6E9,mː,false,,,Sonorant consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 194, ""phoible"": {""id"": ""30165CD7CBD456AD23965FFF9324A6E9"", ""segment"": ""m\u02d0""}, ""symbol"": ""m\u02d0"", ""obstruent"": false, ""consonant"": true}"
23,Expression of nominal plural meaning,"This feature (based on <span style=""font-style: italic;"">WALS</span> feature 33, by Matthew S. Dryer) considers the way in which the plural is marked if a language has overt plural marking: by a prefix, a suffix, a stem change, a tone or stress change, reduplication, or a plural word, which may precede or follow the noun (or noun phrase). The first value means that the language has no nominal plural marking",haspelmathmartin,,primary,,,true,33A,1066,Nominal categories,282bb4427b20c062569c6b18d5ef0cd3,{}
230,n: - geminate dental/alveolar nasal,,,,segment,0A6EAA5C52B5FA8BF685047F7CE47780,nː,false,,,Sonorant consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 107, ""phoible"": {""id"": ""0A6EAA5C52B5FA8BF685047F7CE47780"", ""segment"": ""n\u02d0""}, ""symbol"": ""n:"", ""obstruent"": false, ""consonant"": true}"
231,<sup>m</sup>b - prenasalized voiced bilabial plosive,,,,segment,8DEC1745406483DE6A8030A28A69B646,mb,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": true, ""number"": 74, ""phoible"": {""id"": ""8DEC1745406483DE6A8030A28A69B646"", ""segment"": ""mb""}, ""symbol"": ""<sup>m</sup>b"", ""obstruent"": true, ""consonant"": true}"
232,ⁿd - prenasalized voiced dental/alveolar plosive,,,,segment,6910328C2AAA6011720FA21FFE1665D8,nd,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 109, ""phoible"": {""id"": ""6910328C2AAA6011720FA21FFE1665D8"", ""segment"": ""nd""}, ""symbol"": ""\u207fd"", ""obstruent"": true, ""consonant"": true}"
233,ⁿd͡ʒ - prenasalized voiced palato-alveolar sibilant affricate,,,,segment,E8A9FEC9A1B502D54358B0FE53449BE1,n̠d̠ʒ,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 132, ""phoible"": {""id"": ""E8A9FEC9A1B502D54358B0FE53449BE1"", ""segment"": ""n\u0320d\u0320\u0292""}, ""symbol"": ""\u207fd\u0361\u0292"", ""obstruent"": true, ""consonant"": true}"
234,<sup>ɲ</sup>ɟ - prenasalized voiced palatal plosive,,,,segment,E849BE91DF350F760A79E17668E93092,ɲɟ,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 190, ""phoible"": {""id"": ""E849BE91DF350F760A79E17668E93092"", ""segment"": ""\u0272\u025f""}, ""symbol"": ""<sup>\u0272</sup>\u025f"", ""obstruent"": true, ""consonant"": true}"
235,<sup>ŋ</sup>g - prenasalized voiced velar plosive,,,,segment,95A609A900A52E93F9252FD72E8D136F,ŋɡ,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 110, ""phoible"": {""id"": ""95A609A900A52E93F9252FD72E8D136F"", ""segment"": ""\u014b\u0261""}, ""symbol"": ""<sup>\u014b</sup>g"", ""obstruent"": true, ""consonant"": true}"
236,<sup>m</sup>p - prenasalized voiceless bilabial plosive,,,,segment,BF12DE184C2966E2D5F83A7F25285B98,mp,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 164, ""phoible"": {""id"": ""BF12DE184C2966E2D5F83A7F25285B98"", ""segment"": ""mp""}, ""symbol"": ""<sup>m</sup>p"", ""obstruent"": true, ""consonant"": true}"
237,ⁿt - prenasalized voiceless dental/alveolar plosive,,,,segment,85724A21B8DBE4FE9B73D6508EFC00D9,nt,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 122, ""phoible"": {""id"": ""85724A21B8DBE4FE9B73D6508EFC00D9"", ""segment"": ""nt""}, ""symbol"": ""\u207ft"", ""obstruent"": true, ""consonant"": true}"
238,<sup>ɲ</sup>c - prenasalized voiceless palatal plosive,,,,segment,8C70D620A1A2D179E7D9923C5FED605D,ɲc,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 180, ""phoible"": {""id"": ""8C70D620A1A2D179E7D9923C5FED605D"", ""segment"": ""\u0272c""}, ""symbol"": ""<sup>\u0272</sup>c"", ""obstruent"": true, ""consonant"": true}"
239,<sup>ŋ</sup>k - prenasalized voiceless velar plosive,,,,segment,E627208937A56F5A8C1A5994DE4D9C8A,ŋk,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 123, ""phoible"": {""id"": ""E627208937A56F5A8C1A5994DE4D9C8A"", ""segment"": ""\u014bk""}, ""symbol"": ""<sup>\u014b</sup>k"", ""obstruent"": true, ""consonant"": true}"
24,The associative plural,"An associative plural construction consists of a noun N (typically denoting a human) plus a marker, with the meaning 'N and others associated with N'. The others can be family, friends or simply people in N's company. Associative plurals are thus referentially heterogenous, and they contrast with additive plurals, which are referentially homogeneous: While N + additive plural means 'several people of type N', N + associative plural has the meaning 'several people who are associated with N, including N'.",michaelissusannemaria haspelmathmartin,,primary,,,true,,,Nominal categories,bd138d61a230d78b0741cbddf5fb4132,{}
240,ⁿf - prenasalized voiceless labiodental fricative,,,,segment,A8DF5DEC65F0B364A2F94B522E976B58,ɱf,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 208, ""phoible"": {""id"": ""A8DF5DEC65F0B364A2F94B522E976B58"", ""segment"": ""\u0271f""}, ""symbol"": ""\u207ff"", ""obstruent"": true, ""consonant"": true}"
241,<sup>m</sup>v - prenasalized voiced labiodental fricative,,,,segment,78ECCEC98B7CCA643E9C420750F7D4B1,ɱv,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 186, ""phoible"": {""id"": ""78ECCEC98B7CCA643E9C420750F7D4B1"", ""segment"": ""\u0271v""}, ""symbol"": ""<sup>m</sup>v"", ""obstruent"": true, ""consonant"": true}"
242,ⁿs - prenasalized voiceless dental/alveolar sibilant fricative,,,,segment,6DDDC3022EB17BD848620F246D867FD1,ns,false,,,Sonorant consonants,,"{""vowel"": null, ""core_list"": false, ""number"": 156, ""phoible"": {""id"": ""6DDDC3022EB17BD848620F246D867FD1"", ""segment"": ""ns""}, ""symbol"": ""\u207fs"", ""obstruent"": null, ""consonant"": null}"
243,ⁿz - prenasalized voiced dental/alveolar sibilant fricative,,,,segment,B6A183CD49975B9F63B7F4EA8CE885F6,nz,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 111, ""phoible"": {""id"": ""B6A183CD49975B9F63B7F4EA8CE885F6"", ""segment"": ""nz""}, ""symbol"": ""\u207fz"", ""obstruent"": true, ""consonant"": true}"
244,ⁿʒ - prenasalized voiced palato-alveolar fricative,,,,segment,FE6A58B9950260BB1AAF84C38DFA86DE,n̠ʒ,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 215, ""phoible"": {""id"": ""FE6A58B9950260BB1AAF84C38DFA86DE"", ""segment"": ""n\u0320\u0292""}, ""symbol"": ""\u207f\u0292"", ""obstruent"": true, ""consonant"": false}"
245,<sup>ŋ</sup>x - prenasalized voiceless velar fricative,,,,segment,,,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 198, ""symbol"": ""<sup>\u014b</sup>x"", ""consonant"": true, ""obstruent"": true}"
246,<sup>m</sup>w - prenasalized voiced labial-velar glide,,,,segment,6E7E5112EA50273566906EBBFD1997B2,mw,false,,,Sonorant consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 173, ""phoible"": {""id"": ""6E7E5112EA50273566906EBBFD1997B2"", ""segment"": ""mw""}, ""symbol"": ""<sup>m</sup>w"", ""obstruent"": false, ""consonant"": true}"
247,ʰp - voiceless preaspirated bilabilal plosive,,,,segment,9FED89EEE43DE85C7702215EBDAC51D7,ʰp,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 138, ""phoible"": {""id"": ""9FED89EEE43DE85C7702215EBDAC51D7"", ""segment"": ""\u02b0p""}, ""symbol"": ""\u02b0p"", ""obstruent"": true, ""consonant"": true}"
248,ʰt - voiceless preaspirated dental/alveolar plosive,,,,segment,7037C2C03FEF7F234269EC33D2741B4A,ʰt,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 165, ""phoible"": {""id"": ""7037C2C03FEF7F234269EC33D2741B4A"", ""segment"": ""\u02b0t""}, ""symbol"": ""\u02b0t"", ""obstruent"": true, ""consonant"": true}"
249,ʰtʃ - voiceless preaspirated palato-alveolar sibilant affricate,,,,segment,863F89B15D4B4BE3721A1C1A1960A2AE,ʰt̠ʃ,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 178, ""phoible"": {""id"": ""863F89B15D4B4BE3721A1C1A1960A2AE"", ""segment"": ""\u02b0t\u0320\u0283""}, ""symbol"": ""\u02b0t\u0283"", ""obstruent"": true, ""consonant"": true}"
25,Nominal plural marker and third-person-plural pronoun,"In quite a few languages, the nominal plural marker is identical to the (independent) 3rd person plural pronoun. This can of course be the case only in languages that have plural words. Identity means that there is only one word for the two functions, differentiation means that there are two words for the two functions, and in overlap, there are two words, whereby one form functions e.g. only as a pronoun and the other as a pronoun as well as a nominal plural marker.",maurerphilippe,,primary,,,false,,,Nominal categories,2f04a2df2d5ee1d8a5d6c279966b64c8,{}
250,ʰk - voiceless preaspirated velar plosive,,,,segment,F4025DC937C3599D3F8836714D8F0F54,ʰk,false,,,Obstruent consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 155, ""phoible"": {""id"": ""F4025DC937C3599D3F8836714D8F0F54"", ""segment"": ""\u02b0k""}, ""symbol"": ""\u02b0k"", ""obstruent"": true, ""consonant"": true}"
251,ʰr - pre-breathy voice rhotic,,,,segment,,,false,,,Sonorant consonants,,"{""vowel"": false, ""core_list"": false, ""number"": 152, ""symbol"": ""\u02b0r"", ""consonant"": true, ""obstruent"": false}"
252,i - high front unrounded vowel,,,,segment,F0585BB57111C322D6E7DABB0D01F9EA,i,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 53, ""phoible"": {""id"": ""F0585BB57111C322D6E7DABB0D01F9EA"", ""segment"": ""i""}, ""symbol"": ""i"", ""obstruent"": false, ""consonant"": false}"
253,e - higher mid front unrounded vowel,,,,segment,199408E3D0668F10F475143F0E8CC0CB,e,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 57, ""phoible"": {""id"": ""199408E3D0668F10F475143F0E8CC0CB"", ""segment"": ""e""}, ""symbol"": ""e"", ""obstruent"": false, ""consonant"": false}"
254,ɛ - lower mid front unrounded vowel,,,,segment,8A61A9B6039DB852CE150BEC6198AFE5,ɛ,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 59, ""phoible"": {""id"": ""8A61A9B6039DB852CE150BEC6198AFE5"", ""segment"": ""\u025b""}, ""symbol"": ""\u025b"", ""obstruent"": false, ""consonant"": false}"
255,æ - raised low front unrounded vowel,,,,segment,B6D180EA250E6FBDE82C3D1F1BB4A39C,æ,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 61, ""phoible"": {""id"": ""B6D180EA250E6FBDE82C3D1F1BB4A39C"", ""segment"": ""\u00e6""}, ""symbol"": ""\u00e6"", ""obstruent"": false, ""consonant"": false}"
256,a - low central unrounded vowel,,,,segment,72FB536ACFF408163656BBCDAFCAC6F6,a,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 64, ""phoible"": {""id"": ""72FB536ACFF408163656BBCDAFCAC6F6"", ""segment"": ""a""}, ""symbol"": ""a"", ""obstruent"": false, ""consonant"": false}"
257,u - high back rounded vowel,,,,segment,58EB693AE523323410326D60806B9ADF,u,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 67, ""phoible"": {""id"": ""58EB693AE523323410326D60806B9ADF"", ""segment"": ""u""}, ""symbol"": ""u"", ""obstruent"": false, ""consonant"": false}"
258,o - higher mid back rounded vowel,,,,segment,5AC0158A367D59E8C16A876321E578AB,o,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 70, ""phoible"": {""id"": ""5AC0158A367D59E8C16A876321E578AB"", ""segment"": ""o""}, ""symbol"": ""o"", ""obstruent"": false, ""consonant"": false}"
259,ɔ - lower mid back rounded vowel,,,,segment,55C328C4539D138964636333EABA3949,ɔ,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 72, ""phoible"": {""id"": ""55C328C4539D138964636333EABA3949"", ""segment"": ""\u0254""}, ""symbol"": ""\u0254"", ""obstruent"": false, ""consonant"": false}"
26,Functions of reduplication,"Here we ask what semantic-grammatical functions productive reduplication can have in the language. Reduplication differs from <span style=""font-style: italic;"">word repetition</span> (”very very very good”, “yes, yes, yes!”, “he worked and worked and worked”) in that it is strictly grammatically determined. Reduplication may be total (e.g. Principense <span style=""font-style: italic;"">dôsu dôsu</span> ‘two each’) or partial (<span style=""font-style: italic;"">dô-dôsu</span>); these two cases are not distinguished here. The semantic-grammatical functions of reduplication are grouped into three classes: iconic (intensitiy, iteration, plurality, distributivity), attenuating (i.e. to a reduced degree), and word-class-changing.",haspelmathmartin,,primary,,,false,,,Nominal categories,40906b8cc22cefe0313552d483ca9eae,{}
260,ɑ - low back unrounded vowel,,,,segment,F55CF3619FAF770147652F0FDB9F146F,ɑ,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 73, ""phoible"": {""id"": ""F55CF3619FAF770147652F0FDB9F146F"", ""segment"": ""\u0251""}, ""symbol"": ""\u0251"", ""obstruent"": false, ""consonant"": false}"
261,y - high front rounded vowel,,,,segment,27E498422242BAF54775C75A8C884CF7,y,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 55, ""phoible"": {""id"": ""27E498422242BAF54775C75A8C884CF7"", ""segment"": ""y""}, ""symbol"": ""y"", ""obstruent"": false, ""consonant"": false}"
262,ɒ - low back rounded vowel,,,,segment,5745AAC70E7A7B7175204204FFBE639F,ɒ,false,,,Vowels,,"{""vowel"": true, ""core_list"": false, ""number"": 147, ""phoible"": {""id"": ""5745AAC70E7A7B7175204204FFBE639F"", ""segment"": ""\u0252""}, ""symbol"": ""\u0252"", ""obstruent"": false, ""consonant"": false}"
263,ɪ - lowered high front unrounded vowel,,,,segment,CF50E15F866A7B9698A8F95C5C9B48B2,ɪ,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 56, ""phoible"": {""id"": ""CF50E15F866A7B9698A8F95C5C9B48B2"", ""segment"": ""\u026a""}, ""symbol"": ""\u026a"", ""obstruent"": false, ""consonant"": false}"
264,ʏ - lowered high front rounded vowel,,,,segment,E5FFAC40D2833CD8D510BB9907413E4F,ʏ,false,,,Vowels,,"{""vowel"": true, ""core_list"": false, ""number"": 130, ""phoible"": {""id"": ""E5FFAC40D2833CD8D510BB9907413E4F"", ""segment"": ""\u028f""}, ""symbol"": ""\u028f"", ""obstruent"": false, ""consonant"": false}"
265,ø - higher mid front rounded oral vowel,,,,segment,5D97E1AF6BCE612603ABA26C7DDB941F,ø,false,,,Vowels,,"{""vowel"": true, ""core_list"": false, ""number"": 112, ""phoible"": {""id"": ""5D97E1AF6BCE612603ABA26C7DDB941F"", ""segment"": ""\u00f8""}, ""symbol"": ""\u00f8"", ""obstruent"": false, ""consonant"": false}"
266,œ - lower mid front rounded oral vowel,,,,segment,389AD3D35B8C71D1C73ABD769FAF15EB,œ,false,,,Vowels,,"{""vowel"": true, ""core_list"": false, ""number"": 113, ""phoible"": {""id"": ""389AD3D35B8C71D1C73ABD769FAF15EB"", ""segment"": ""\u0153""}, ""symbol"": ""\u0153"", ""obstruent"": false, ""consonant"": false}"
267,ɨ - high central unrounded vowel,,,,segment,3A3393BDCDC64FE0B39793147F9DBA7D,ɨ,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 62, ""phoible"": {""id"": ""3A3393BDCDC64FE0B39793147F9DBA7D"", ""segment"": ""\u0268""}, ""symbol"": ""\u0268"", ""obstruent"": false, ""consonant"": false}"
268,ə - mid central unrounded vowel,,,,segment,D9B28B2D674EBA4B03C38B36D77E563E,ə,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 63, ""phoible"": {""id"": ""D9B28B2D674EBA4B03C38B36D77E563E"", ""segment"": ""\u0259""}, ""symbol"": ""\u0259"", ""obstruent"": false, ""consonant"": false}"
269,ɜ - lower mid central unrounded vowel,,,,segment,E9816BABF98BFDAB39019D860D8C458F,ɜ,false,,,Vowels,,"{""vowel"": true, ""core_list"": false, ""number"": 154, ""phoible"": {""id"": ""E9816BABF98BFDAB39019D860D8C458F"", ""segment"": ""\u025c""}, ""symbol"": ""\u025c"", ""obstruent"": false, ""consonant"": false}"
27,Antidual of paired body-part terms,"This feature concerns the expression of the singular of paired body-part terms (eyes, ears, hands, arms, feet, legs etc.). In some languages, the singular of such words often occurs with an overt singular-marking element, e.g. Seychelles Creole <span style=""font-style: italic;"">en kote lipye</span> **56-65** ‘a leg’, lit. ‘a side of leg’. The normal way to say ‘legs’ is <span style=""font-style: italic;"">lipye </span>(i.e. no plural marker is used). In other languages, words like ‘grain’ or ‘half’, are used in this way. Such a singular-marking element can be called “antidual” marker (this term is not standard and is used here for the first time).",michaelissusannemaria,,primary,,,true,,,Nominal categories,02b186885f789b2d2b499902dcf92dd1,{}
