ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Audio
9-60,9,Krab waak onda wata [...] krab dey kud kros riyf.,Krab\twaak\tonda\twata\t[...]\tkrab\tdey\tkud\tkros\triyf.,crab\twalk\tunder\twater\t[...]\tcrab\t3PL\tcan\tcross\treef,"Crabs walk under the water [...] crabs, they can cross the reef.",,,
10-64,10,Di dag dem baak.,Di\tdag\tdem\tbaak.,ART.DEF\tdog\tPL\tbark,Dogs bark.,,,
11-71,11,Aligieta gou ap tu footiin fiit.,Aligieta\tgou\tap\ttu\tfoo-tiin\tfiit.,alligator\tgo\tup\tto\tfour-teen\tfeet,Alligators measure up to fourteen feet.,,,
11-72,11,Mananti iz a nais fish.,Mananti\tiz\ta\tnais\tfish.,manatee\tCOP.PRS\tART.INDF\tnice\tfish,Manatees are nice fish.,,,
11-73,11,Ai woz mainding beebi an wash de napi.,Ai\twoz\tmaind-ing\tbeebi\tan\twash\tde\tnapi.,1SG\tCOP.PST\tmind-PROG\tbaby\tand\twash\t3PL.POSS\tnappy,I was minding babies and washing their nappies.,,,
12-61,12,"When cockroach give dance, he don’t ask fowl.","When\tcockroach\tgive\tdance,\the\tdon’t\task\tfowl.",when\tcockroach[GENER]\tgive\tdance\t3SG.M.SBJ\tNEG\task\tfowl[GENER],"When cockroaches have a dance, they don't ask the fowl [to attend].",,,
12-62,12,Fish’man never call his own fish stink.,Fish’man\tnever\tcall\this\town\tfish\tstink.,fisherman[GENER]\tNEG\tcall\t3SG.M.POSS.DET\town\tfish\tstink,A fisherman will never call his own fish smelly. OR: No one ever sees faults in anything connected with himself.,,,
13-52,13,Deh root doctuh kin hep yuh too. [...] Dey is powful smaht.,Deh\troot\tdoctuh\tkin\thep\tyuh\ttoo.\t[...]\tDey\tis\tpowful\tsmaht.,the\troot\tdoctor\tcan\thelp\tyou\ttoo\t[...]\tthey\tis\tpowerful\tsmart,"Root doctors can help you, too. They are powerful and smart.",,,
13-53,13,Palmettuh cabbages is good eatin.,Palmettuh\tcabbages\tis\tgood\teatin.,palmetto\tcabbage.PL\tis\tgood\teating,Palmetto cabbage tastes good.,,,
13-54,13,Dog eat scrap.,Dog\teat\tscrap.,dog\teat\tscrap,Dogs eat scrap.,,,
13-55,13,Rabbit eat grass.,Rabbit\teat\tgrass.,rabbit\teat\tgrass,Rabbits eat grass.,,,
13-56,13,Snake eat frogs.,Snake\teat\tfrogs.,snake\teat\tfrogs,Snakes eat frogs.,,,
14-39,14,Mice small.,Mice\tsmall.,mice\tsmall,Mice are small.,,,
15-49,15,we pus nɔ de arata tek ʧaʤ,we\tpus\tnɔ\tde\tarata\ttek\tʧaʤ,when\tcat\tNEG\taround\tmouse\ttake\tcharge,When the cat is away the mice will play (lit: When the cat is away the mouse takes charge).,,,
16-44,16,man gò wɔk,man\tgò\twɔk,man\tFUT\twork,Men/people will work.,,,
17-48,17,Pìkín gud.,Pìkín\tgud.,child\tbe.good,Children are good.,,,
17-49,17,Pìkín dèm gud.,Pìkín\tdèm\tgud.,child\tPL\tbe.good,Children are good.,,,
19-52,19,Dɔg kìn bɛt.,Dɔg\tkìn\tbɛt.,dog\tHAB\tbite,Dogs bite.,,,
20-40,20,Court expensee too muchee.,Court\texpensee\ttoo\tmuchee.,court\texpense\ttoo\tmuch,The court fees are very heavy.,,,
20-41,20,Sheep head sellum how muchee?,Sheep\thead\tsellum\thow\tmuchee?,sheep\thead\tsell\thow\tmuch,How much for a sheep head?,,,
21-39,21,Saturday and Sunday afternoons are not crap [...].,Saturday\tand\tSunday\tafternoons\tare\tnot\tcrap\t[...].,Saturday\tand\tSunday\tafternoon.PL\tare\tNEG\tcrap\t[...],Saturday and Sunday afternoons are not lousy [...].,,,
21-40,21,Private is much cheaper than all this centre centre thing.,Private\tis\tmuch\tcheap-er\tthan\tall\tthis\tcentre\tcentre\tthing.,private.(tuition)\tbe.SG\tmuch\tcheap-COMPAR\tthan\tall\tDEM\tcentre\tcentre\tthing,Private tuition is much cheaper than all these tuition centres.,,,
21-41,21,The roots cannot be taken.,The\troot-s\tcan-not\tbe\ttaken.,DET\troot-PL\tcan-NEG\tbe\ttaken,The roots cannot be taken.,,,
21-42,21,once the weed is grown in,once\tthe\tweed\tis\tgrown\tin,once\tDET\tweed\tbe.SG\tgrown\tin,once weeds have grown,,,
22-57,22,Ol sikau i sae slip antap long diwai.,Ol\tsikau\ti\tsae\tslip\tantap\tlong\tdiwai.,PL\ttree.kangaroo\tPM\tHAB\tsleep\ton.top\tPREP\ttree,Tree kangaroos sleep in trees.,,,
23-59,23,Dengue moskito i putum ek blong hem long ol containers olsem ia [...].,Dengue\tmoskito\ti\tputum\tek\tblong\them\tlong\tol\tcontainers\tolsem\tia\t[...].,dengue\tmosquito\tAGR\tput\tegg\tPOSS\t3SG\tLOC\tPL\tcontainers\tlike\tDEF\t[...],Dengue mosquitoes lay their eggs in containers such as the following [...].,,,
23-60,23,"Pikinini emi mas learn taem emi smol nomo rispect blong brata, sista, papa, mama, uncle anti.","Pikinini\temi\tmas\tlearn\ttaem\temi\tsmol\tnomo\trispect\tblong\tbrata,\tsista,\tpapa,\tmama,\tuncle\tanti.",child\t3SG.AGR\tmust\tlearn\ttime\t3SG.AGR\tsmall\tonly\trespect\tof\tbrother\tsister\tfather\tmother\tuncle\taunty,"Children (A child) must learn respect for brothers, sisters, father, mother, uncle, aunty, when they are very little.",,,
23-61,23,Ol boe tu oli kat sem raet.,Ol\tboe\ttu\toli\tkat\tsem\traet.,PL\tboy\ttoo\tAGR\thave\tsame\tright,"Boys, too, have the same rights.",,,
25-171,25,Blekbala jabi.,Blekbala\tjabi.,Aboriginal.person\tknow,Aboriginal people understand.,,,
25-172,25,Jikiwan thet garndi.,Jiki-wan\tthet\tgarndi.,cheeky-ADJ\tDEM\ttree,It is 'cheeky' (bitter or dangerous) that (type of) tree.,,,
25-173,25,Yuno gulmarri im gotim thet nidel.,Yuno\tgulmarri\tim\tgot-im\tthet\tnidel.,you.know\tpandanus\t3SG\thave-TR\tDEM\tthorn/needle,"You know, the pandanus (leaves) have thorns.",,,
25-174,25,Det gowena i mit.,Det\tgowena\ti\tmit.,DEM\tgoanna\t3SG\tmeat,Goannas are edible animals. OR: The goanna is meat. (Orig. Trans.),,,
26-38,26,da mɛnehunis kam aʊt naɪtaɪm,da\tmɛnehuni-s\tkam\taʊt\tnaɪtaɪm,DEF\tmenehune-PL\tcome\tout\tat.night,Menehunes ('little people') come out at night.,,,
26-39,26,æs wad dɛ hawaɪɛn dan,æs\twad\tdɛ\thawaɪɛn\tdan,that.is\twhat\tART\tHawaiian\tdo.PST,That's what the Hawaiians did.,,,
28-62,28,di jɛrma doko gaugau,di\tjɛrma\tdoko\tgau-gau,the\twoman\tpaddle\tquick-quick,"Women paddle with short, quick strokes.",,,
28-63,28,di bokapu bin bangi di doto kɛnɛ,di\tboko-apu\tbin\tbangi\tdi\tdoto\tkɛnɛ,the\tAmerindian.person-PL\tPST\tafraid\tthe\tdead\tperson,Amerindians used to be scared of the dead.,,,
29-47,29,Die koerant is 'n massamedium.,Die\tkoerant\tis\t'n\tmassa-medium.,DEF.ART\tnewspaper\tis\tINDF.ART\tmass-medium,Newspapers are a mass medium.,,,
29-48,29,'n Koerant moet objektief wees.,'n\tKoerant\tmoet\tobjektief\twees.,INDF.ART\tnewspaper\tmust\tobjective\tbe.INF,A newspaper has to be objective.,,,
29-50,29,Nuwe metodes word altyd langsaam aanvaar.,Nuwe\tmetode-s\tword\taltyd\tlangsaam\taanvaar.,new\tmethod-PL\tbecome\talways\tslowly\taccepted,New methods are always accepted slowly.,,,
29-51,29,Jou Volkswagen is 'n goeie kar.,Jou\tVolkswagen\tis\t'n\tgoei-e\tkar.,2SG.POSS\tVolkswagen\tis\ta\tgood-INFL\tcar,Volkswagen is a good car. / Volkswagens are good cars.,,,
30-67,30,Milágri [...] ka ten o si e ten nos tudu nu pode fase-l.,Milágri\t[...]\tka=ten\to\tsi=e=ten\tnos=tudu\tnu=pode\tfase=l.,miracle\t[...]\tnot=have\tor\tif=3SG=have\t1PL.INDP=all\t1PL.DEP=can\tdo=3SG,"No such things as miracles [...] exist, or, if they do exist, then we all are able to perform them.",,,
30-68,30,Ómi ten pé di katxor.,Ómi\tten\tpé\tdi=katxor.,man\thave\tfoot\tof=dog,Men are always out.,,,
30-69,30,"Makáku tioxi ka tonba, purki es ê kustumádu ku rótxa.","Makáku\ttioxi\tka=tonba,\tpurki\tes\tê\tkustumádu\tku=rótxa.",ape\tnever\tNEG=fall\tbecause\t3PL\tbe\tfamiliar\twith=rock,Monkeys never fall down because they are used to rocks.,,,
31-68,31,"Piskador ka ta mexe mon na nada di djenti, pamo piskador e konfortadu.","Piskador\tka\tta\tmexe\tmon\tna\tnada\tdi\tdjenti,\tpamo\tpiskador\te\tkonfortadu.",fisherman\tNEG\tASP\ttouch\thand\ton\tnothing\tof\tpeople\tbecause\tfisherman\tis\tcontent,Fishermen do not steal anything from people because fishermen are content.,,,
32-42,32,Galinha ta kmê midj.,Galinha\tta\tkmê\tmidj.,hen\tPRS\teat\tcorn,Hens eat corn.,,,
32-43,32,Un om ka ta txorá.,Un\tom\tka\tta\ttxorá.,DET\tman\tNEG\tPRS\tcry,Men don't cry.,,,
33-61,33,Lions ta montya gazelas.,Lion-s\tta\tmontya\tgazela-s.,lion-PL\tHAB\thunt\tgazelle-PL,Lions hunt gazelles.,,,
34-46,34,Liyoŋ ta montiyá kasela.,Liyoŋ\tta\tmontiyá\tkasela.,lion\tHAB\thunt\tgazelle,Lions hunt gazelles.,,,
35-67,35,Ngê ka futa nganha ten.,Ngê\tka\tfuta\tnganha\tten.,person\tIPFV\tsteal\tchicken\talso,People steal chicken as well.,,,
35-68,35,Nganha ka kume min.,Nganha\tka\tkume\tmin.,chicken\tIPFV\teat\tmaize,Chicken eat maize.,,,
36-41,36,[...] minhu febentaru ka nathê.,[...]\tminhu\tfebentaru\tka\tnathê.,[...]\tmaize\tboiled\tGENER\tbe.born,[...] boiled maize sprouts.,,,
37-45,37,Inhemi fêbêntadu ka gomon.,Inhemi\tfêbêntadu\tka\tgomon.,yam\tboil.PST.PTCP\tHAB\tsprout,Boiled yam sprouts.,,,
38-52,38,Namay na fo tasyi fa za.,Na-may\tna\tfo\tta-syi\tfa\tza.,ART-woman\tNEG\tcan\tstay-DEM\tNEG\talready,A woman can’t stay like that.,,,
39-65,39,"Kriãs dig: ""es kumid ɛ bunit"" may nɔs dig: ""es kumid ɛ muyt gustoz"".","Kriãs\tdig:\t""es\tkumid\tɛ\tbunit""\tmay\tnɔs\tdig:\t""es\tkumid\tɛ\tmuyt\tgustoz"".",child\tsay.NPST\tDEM\tfood\tCOP.NPST\tbeautiful/good\tbut\t1PL\tsay.NPST\tDEM\tfood\tCOP.NPST\tvery\ttasty,"Children say: ""es kumid ɛ bunit"", but we say: ""es kumid ɛ muyt gustoz"".",,,
39-66,39,ɛlifãt ɛ may fɔrt ki də nɔs.,ɛlifãt\tɛ\tmay\tfɔrt\tki\tdə\tnɔs.,elephant\tCOP.NPST\tmore\tstrong\tCOMPAR\tfrom\t1PL,Elephants are stronger than us.,,,
40-157,40,ki kãw tɛ kwat pɛ.,ki\tkãw\ttɛ\tkwat\tpɛ.,OBJ\tdog\tCOP.PRS\tfour\tfoot/leg,Dogs have four legs.,,,
40-158,40,kãw tɛ kwat pɛ.,kãw\ttɛ\tkwat\tpɛ.,dog\thave\tfour\tfoot/leg,Dogs have four legs.,,,
41-59,41,lagaartisu kuruva cooru,lagaarti-su\tkruuva\tcooru,crocodile-GEN\tfresh\ttears,The crocodile’s tears are fresh. (i.e. They always tear.),,,
41-60,41,aka parim boom prendudoor uŋa jafalaa:  jeentis falaa daatu    aka kriyaansas   kitaprenda     see aka muytu viraadu,aka\tparim\tboom\tprendudoor\tuŋa\tjaa-falaa:\t[jeentis\tfalaa-daa-tu\taka\tkriyaansa-s\tki-ta-prenda\tsee\taka\tmuytu\tviraadu],that\t1SG.DAT\tgood\tlearned.person\tone\tPST-say\t[people\tsay-give-PFV.PTCP\tthat\tchild-PL\tNMLZ-PRS-study\tCOND\tthat\tvery\twrong],"With respect to that, a very learned person told me that [the model of education whereby] people teach and children study is wrong. OR: Consultant's translation: That, one very learned person told me: people teaching [children] and that children learning is wrong.",,,
42-52,42,kobra pesonya,kobra\tpesonya,snake\tpoison,Snakes are poisonous.,,,
43-35,43,Bobra brangku brata [...].,Bobra\tbrangku\tbrata\t[...].,sqash\twhite\tcheap\t[...],The white sqash is cheap [...].,,,
43-141,43,bistidu di ung omi slam,bistidu\tdi\tung\tomi\tslam,clothes\tof\tART\tman\tnative,clothes of native men,,,
44-61,44,Ta komé késo kel mánga ratóng.,Ta\tkomé\tkéso\tkel\tmánga\tratóng.,IPFV\teat\tcheese\tDEF\tPL\trat,Rats eat cheese.,,,
44-62,44,Ta ladrá ba el gátu?,Ta\tladrá\tba\tel\tgátu?,IPFV\tbark\tQ\tDEF\tcat,Do cats bark?,,,
45-52,45,Tiene cuatro alas el baraha.,Tiene\tcuatro\talas\tel\tbaraha.,have\tfour\tace\tDEF\tcard,Decks of cards have four aces.,,,
45-53,45,Ta haci habol el mga perro con el mga gato.,Ta\thaci\thabol\tel\tmga\tperro\tcon\tel\tmga\tgato.,IPFV\tmake\tcatch\tDEF\tPL\tdog\tOBJ\tDEF\tPL\tcat,Dogs chase cats.,,,
46-67,46,Ta-komé el gáto ratón.,Ta-komé\tel\tgáto\tratón.,IPFV-eat\tthe\tcat\trat,Cats eat rats.,,,
46-68,46,El ómbre kyére muhér.,El\tómbre\tkyére\tmuhér.,the\tman\tlike\twoman,Men like women.,,,
47-59,47,Kabritu ta mashá komun na Kòrsou.,Kabritu\tta\tmashá\tkomun\tna\tKòrsou.,goat\tCOP\tvery\tcommon\tin\tCuraçao,Goats are very common in Curaçao.,,,
47-60,47,(*E) bayena ta un mamífero.,(*E)\tbayena\tta\tun\tmamífero.,(DEF)\twhale\tCOP\tINDF\tmammal,The whale is a mammal.,,,
48-44,48,Radio a yegá a Palengue ante ri telebisión.,Radio\ta\tyegá\ta\tPalengue\tante\tri\ttelebisión.,radio\tPST\tarrive\tto\tPalenque\tbefore\tof\ttelevision,The radio arrived in Palenque before TV.,,,
48-45,48,Hende ri Palengue asé asé eso nu.,Hende\tri\tPalengue\tasé\tasé\teso\tnu.,people\tof\tPalenque\tHAB\tdo\tthis\tNEG,Palenqueros don't (normally/generally) do this.,,,
49-82,49,Piti piti zwazo fè nich li.,Piti\tpiti\tzwazo\tfè\tnich\tli.,little\tlittle\tbird\tmake\tnest\t3SG.POSS,"Little by little, the bird builds its nest.",,,
49-83,49,"Ameriken bwè koka-kola, franse bwè diven, alman bwè byè, ayisyen bwè dlo.","Ameriken\tbwè\tkoka-kola,\tfranse\tbwè\tdiven,\talman\tbwè\tbyè,\tayisyen\tbwè\tdlo.",American\tdrink\tcoca-cola\tFrench\tdrink\twine\tGerman\tdrink\tbeer\tHaitian\tdrink\twater,"Americans drink coke, Frenchmen drink wine, Gemans drink beer, Haitians drink water.",,,
49-84,49,Nou konnen yon vè aleksandren toujou gen douz silab.,Nou\tkonnen\tyon\tvè\taleksandren\ttoujou\tgen\tdouz\tsilab.,1PL/2PL\tknow\tINDF\ttoward\talexandrine\talways\thave\ttwelve\tsyllable,We know / You (pl) know that an alexandrine always has twelve syllables.,,,
49-85,49,Fanm ayisyèn nan chèlbè.,Fanm\tayisyèn\tnan\tchèlbè.,woman\tHaitian\tDEF\tpretty,Haitian women are pretty.,,,
49-86,49,Chat manje sourit.,Chat\tmanje\tsourit.,cat\teat\tmouse,Cats eat mice.,,,
49-87,49,"Rat manje kann, e zandolit mouri inosan.","Rat\tmanje\tkann,\te\tzandolit\tmouri\tinosan.",rat\teat\tcane\tand\tlizard\tdie\tinnocent,The rat ate sugar cane and the innocent lizard died from it.,,,
49-88,49,Chen anraje mòde menm mèt li.,Chen\tanraje\tmòde\tmenm\tmèt\tli.,dog\trabid\tbite\teven\tmaster\t3SG.POSS,The rabid dog bites even its owner.,,,
49-89,49,Dlo manyòk pa lèt.,Dlo\tmanyòk\tpa\tlèt.,water\tmanioc\tNEG\tmilk,Manioc milk is not milk.,,,
50-52,50,Chyen pa ka fè chat.,Chyen\tpa\tka\tfè\tchat.,dog\tNEG\tHAB\tdo\tcat,"Like father, like son (lit. Dogs do not give birth to cats).",,,
51-52,51,Chien pa ka fè chat.,Chien\tpa\tka\tfè\tchat.,dog\tNEG\tHAB\tdo\tcat,"Dogs do not give birth to cats. OR: Like father, like son.",,,
53-104,53,Dison va dè son fwa par è andan vo kidni.,Dison\tva\tdè\tson\tfwa\tpar\tè\tandan\tvo\tkidni.,blood\tgo\ttwo\thundred\ttime\tper\thour\tin\t2SG.POSS\tkidney,Blood passes through your kidneys two hundred times an hour.,,,
53-105,53,Diri bon pou to lasante.,Diri\tbon\tpou\tto\tlasante.,rice\tgood\tfor\t2SG.POSS\thealth,Rice is good for you.,,,
53-106,53,"En chawe, se pròch konm en radbwa men li ho konm sa.","En\tchawe,\tse\tpròch\tkonm\ten\tradbwa\tmen\tli\tho\tkonm\tsa.",INDF.ART\traccoon\tCOP\talmost\tlike\tART.INDF\toppossum\tbut\t3SG\thigh\tlike\tDEM,"A raccoon is almost like an oppossum, but it's this high.",,,
53-107,53,Le machin pran tou nouvraj-la.,Le\tmachin\tpran\ttou\tnouvraj-la.,ART.PL\tmachine\ttake\tall\twork-ART.DEF.SG,Machines have taken all the jobs.,,,
53-108,53,Chatte brilé pair difé.,Chatte\tbrilé\tpair\tdifé.,cat\tburn\tfear\tfire,A burnt cat is afraid of fire.,,,
53-109,53,Capon vive longtemps.,Capon\tvive\tlongtemps.,coward\tlive\tlong.time,The coward lives a long time.,,,
53-110,53,Voila pouquoi carencros choves.,Voila\tpouquoi\tcarencros\tchoves.,that.is\twhy\tvulture\tbald,That's why vultures are bald.,,,
53-111,53,"La pli tombé, ouaouaron chanté.","Lapli\ttombé,\touaouaron\tchanté.",rain\tfall\tbullfrog\tsing,"When the rain is coming, the bullfrogs sing.",,,
54-68,54,Papang i manz tèktèk,Papang\ti\tmanz\ttektek.,papang\tFIN\teat\ttektek,Big birds eat small birds.,,,
54-69,54,Lantiy i èm pà lë solèy tró fòr.,Lantiy\ti\tem\tpa\tlë\tsoley\ttro\tfor.,lentil\tFIN\tlike\tNEG\tDEF\tsun\ttoo\tstrong,Lentils do not like too much sunshine.,,,
55-53,55,zako maṅz fri,zako\tmaṅz\tfri,monkey\teat\tfruit,Monkeys eat fruit.,,,
59-105,59,zo kwe ake zo,zo\tkwe\ta-ke\tzo,person\tall\tPM-COP\tperson,Everyone is a human being.,,,
59-106,59,bamara ake nyama ti ngangu,bamara\ta-ke\tnyama\tti\tngangu,lion\tPM-COP\tanimal\tof\tstrength,The lion is a powerful animal.,,,
59-109,59,"angunza, agozo, nyen'?","angunza,\tagozo,\tnyen'?",PL.manioc.leaves\tPL.manioc\twhat,"Manioc greens, manioc, whatever...",,,
59-112,59,yi ti giriri,yi\tti\tgiriri,thing\tof\tlong.ago,ancient (or former) things,,,
59-113,59,anyama ake da mingi,a-nyama\ta-ke\tda\tmingi,PL-animal\tPM-COP\tthere\tmany,There are a lot of animals there.,,,
61-24,61,Lo pikanin yena hayi thanda lo pelepele.,Lo\tpikanin\tyena\thayi\tthand-a\tlo\tpelepele.,DEF.ART\tchild\tit\tNEG\tlike-V\tDEF.ART\tpepper,Children don't like pepper. OR: The child doesn't like the pepper.,,,
61-25,61,Lo bongolo yena baleka kakhulu.,Lo\tbongolo\tyena\tbalek-a\tkakhulu.,DEF.ART\tdonkey\tit\trun-PRS\tgreatly,Donkeys run greatly. OR: The donkey runs greatly. OR:  A donkey runs greatly.,,,
63-53,63,núbi ta zamán kan kwés,núbi\tta\tzamán\tkan\tkwés,nubi\tGEN\tformerly\tIMPF\tgood,"Formerly, Nubi were good persons.",,,
63-54,63,mútu ketír fára,mútu\tketír\tfára,die\tmany\tjoy,It’s nice not to die alone (proverb).,,,
63-55,63,Japán ásker kwés,Japán\tásker\tkwés,Japanese\tsoldier\tgood,The Japanese are good soldiers.,,,
64-60,64,nas fi júba úmon nas mutalimín wa muhtaramín,nas\tfi\tjúba\túmon\tnas\tmutalim-ín\twa\tmuhtaram-ín,people\tin\tJuba\t3PL\tpeople\teducated-PL\tand\trespectful-PL,Juba people are educated and respectful.,,,
64-61,64,mundukúru fi ʃimál anína fi jenúb,mundukúru\tfi\tʃimál\tanína\tfi\tjenúb,Arabs\tin\tnorth\t1PL\tin\tsouth,"The Arabs are in the north, we are in the south.",,,
66-35,66,Anak pəðə   dempe tangan pəðə yang dempəðə jo       çuçi ambε.,Anak-pəðə\tderang-pe\ttangan-pəðə-yang\tderang-pəðə-jo\tçuçi-ambε.,child-PL\t3PL-POSS\thand-PL-ACC.DEF\t3PL-PL-FOC\twash-take,(The) children are washing each other.,,,
67-71,67,Hokku Hainan sama juga.,Hokku\tHainan\tsama\tjuga.,Foozhou\tHainan\tsame\talso,Foozhou and Hainanese are the same.,,,
71-54,71,Pake nui akamai pauloa.,Pake\tnui\takamai\tpauloa.,Chinese\tvery\tsmart\tall,Chinese are all very smart.,,,
71-55,71,Kela kuoho no nuinui kela keiki.,Kela\tkuoho\tno\tnuinui\tkela\tkeiki.,DET\tkuoho\tINTENS\tmany\tDET\tshoot,Kuoho plants (a variety of taro) have lots of shoots.,,,
72-173,72,kirrawangku dei laikim pirlpirlji,kirrawa-ngku\tdei\tlaik-im\tpirlpirlji,goanna-ERG\t3PL.S\tlike-TR\tgrasshopper,Goannas like (to eat) grasshoppers.,,,
73-43,73,papa frita/frishka gushtumi,papa\tfrita/fri-shka\tgushtu-mi,potato\tfried/fry-NMLZ\tgood-AFF,Fried potatoes are good.,,,
75-89,75,Lii manidzhoosh ruuzh lii taesh ayaawak daa leu doo.,Lii\tmanidzhuush\truuzh\tlii\ttaesh\tayaawak\tdaa\tleu\tdoo.,ART.PL\tinsect\tred\tART.PL\tspot\thave.3PL\tPREP.LOC\t3PL.POSS\tback,Ladybugs have spotted backs.,,,
75-90,75,Aen lyoon sitaen animal li mood eemowaat.,Aen\tlyoon\tsitaen\tanimal\tli\tmood\tee-mow-aat.,INDF.ART.M.SG\tlion\tis.a\tanimal\tDEF.ART.M.SG\tpeople\tCOMP-eat.ANIM-3.SBJ.3.OBJ,A lion is a man-eater.,,,
1-90,1,de negere fo disi pranasie,den\tnengre\tfu\tdisi\tpranasi,DET.PL\tblack\tof\tthis\tplantation,the blacks of this plantation,,,
1-91,1,da Ningre dissi,da\tNengre\tdisi,DET.SG\tnegro\tthis,this negro,,,
2-69,2,A   man dati kon  dri   leisi dya.,A\tman\tdati\tkon\tdri\tleisi\tdya.,DET\tman\tDEM\tcome\tthree\ttime\there,That man came here three times.,,,
2-70,2,A man disi sabi a tori.,A\tman\tdisi\tsabi\ta\ttori.,DET\tman\tDEM\tknow\tART\tstory,This guy knows the story.,,,
4-51,4,a pikin ya,a\tpikin\tya,DET.SG\tchild\there,this child,,,
5-54,5,"wel, dis big mongkii, hii tek sompn ou dis jrom, an dash om in di riva.","wel,\tdis\tbig\tmongkii,\thii\ttek\tsompn\tou\tdis\tjrom,\tan\tdash\tom\tin\tdi\triva.",well\tPROX.DEM\tbig\tmonkey\the\ttake\tsomething\tout\tPROX.DEM\tdrum\tand\tthrow\tit\tin\tthe\triver,"Well, this big monkey, he took something out of this drum, and threw it into the river.",,,
5-55,5,"sins wen mii na bin baarn yeet, mamii in bai da mashiin","sins\twen\tmii\tna\tbin\tbaarn\tyeet,\tmamii\tin\tbai\tda\tmashiin",since\twhen\tI\tnot\tPST\tborn\tyet\tmommy\tPST\tbuy\tDIST.DEM\tmachine,Even before I was born Mummy bought that machine.,,,
7-83,7,A mi ruhn dis hous ya.,A\tmi\truhn\tdis\thous\tya.,FOC\t1SG\trun\tDEM\thouse\there,I am the one running this house. OR: I am running this house.,,,
7-84,7,*A mi ruhn dis di hous ya.,*A\tmi\truhn\tdis\tdi\thous\tya.,FOC\t1SG\trun\tDEM\tART\thouse\there,NOT: I am the one running this house.,,,
8-49,8,Dis-ya buk swiit no hel.,Dis-ya\tbuk\tswiit\tno\thel.,DEM-PROX\tbook\tsweet\tNEG\thell,This book is extremely enjoyable.,,,
9-61,9,Horiken dɛstray dat ki.,Horiken\tdɛstray\tdat\tki.,hurricane\tdestroy\tthat\tcaye,The hurricane destroyed that caye.,,,
10-65,10,So dis die now di uman gaan out egen.,So\tdis\tdie\tnow\tdi\tuman\tgaan\tout\tegen.,so\tDEM\tday\tnow\tART.DEF\twoman\tgo.ANT\tout\tagain,So on this day the woman had gone out again.,,,
10-66,10,disya buk,dis-ya\tbuk,DEM-EMPH\tbook,this very book,,,
10-67,10,dat mountin,dat\tmountin,DEM\tmountain,that mountain,,,
10-68,10,Get dat piis a klat!,Get\tdat\tpiis\ta\tklat!,get\tDEM\tpiece\tof\tcloth,Get that piece of cloth!,,,
11-74,11,Diiz likl gyal no nou wat iz a beebi.,Diiz\tlikl\tgyal\tno\tnou\twat\tiz\ta\tbeebi.,DEM.PL\tlittle\tgirl\tNEG\tknow\twhat\tCOP.PRS\tART.INDF\tbaby,These little girls don’t know what a baby is.,,,
11-75,11,dis buk,dis\tbuk,DEM\tbook,this book,,,
12-63,12,"Them days, when I was small, we want work. In these day - them days, these - they - they don't want work.","Them\tdays\t[...]\twe\twant\twork.\tIn\tthese\tday,\tthem\tdays,\tthese,\tthey,\tthey\tdon't\twant\twork.",DEM\tday.PL\t[...]\t1PL.SBJ\twant\twork\tin\tDEM\tday[PL]\tDEM\tday.PL\tDEM\t3PL.SBJ\t3PL.SBJ\tNEG\twant\twork,"In those days, [when I was small,] we wanted to work. These days, today [...] no one wants to work.",,,
12-64,12,"Sir 'Arry Oakes ax tell the government of - they the days the UBP govern, You work half of the people, let me work the other half. He say, You ain't got nothing to tell me what to do with them black business - over there. That's right. And every one of them work for him, work for Sir Harry Oakes. He buy seven thousand acre of land to build low-cost house for the poor people this country - they kill him.",Sir\t'Arry\tOakes\tax\ttell\tthe\tgovernment\t[...]\tYou\tain't\tgot\tnothing\tto\ttell\tme\twhat\tto\tdo\twith\tthem\tblack\tbusiness\t[...].,Sir\tHarry\tOakes\task\ttell\tART\tgovernment[SG]\t[...]\t2PL.SBJ\tNEG\tgot\tINDF\tto\ttell\tme\twhat\tto\tdo\twith\tDEM\tblack\tbusiness[PL]\t[...],Sir Harry Oakes told the government [...] You’re not going to tell me what to do with those black businesses over there [...].,,,
