pk,jsondata,id,description,markup_description,language_pk,parameter_pk,contribution_pk,source,version
7936,"{""wals_value_number"": 6, ""icon"": ""pie-100-FFFFFF.png""}",9-13,"Although Example 34 illustrates the occasional occurrence of the feminine pronoun, there is generally no gender distinction in Belizean Creole. 
In fact, I am not certain that there is a gender distinction because shi sometimes applies to a male.","Although Example 34 illustrates the occasional occurrence of the feminine pronoun, there is generally no gender distinction in Belizean Creole. 
In fact, I am not certain that there is a gender distinction because <span style=""font-style: italic;"">shi </span>sometimes applies to a male.",9,14,9,,1
7937,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",9-14,,,9,15,9,Own knowledge,1
7938,"{""wals_value_number"": 3, ""icon"": ""pie-100-FFFFFF.png""}",9-15,,,9,16,9,,1
7939,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",9-16,,,9,17,9,Own knowledge,1
7940,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",9-17,"A or mi can both occur as 1SG subject pronouns, but only mi occurs as independent pronoun (in elliptical or emphatic answers).
I and im can occur as 3SG subject pronouns, but only im occurs as independent pronoun.
Dey and dem can occur as 3PL subject pronouns, but only dem occurs as independent pronoun.","<span style=""font-style: italic;"">A</span> or <span style=""font-style: italic;"">mi</span> can both occur as 1SG subject pronouns, but only <span style=""font-style: italic;"">mi</span> occurs as independent pronoun (in elliptical or emphatic answers).
<span style=""font-style: italic;"">I </span>and <span style=""font-style: italic;"">im </span>can occur as 3SG subject pronouns, but only <span style=""font-style: italic;"">im</span> occurs as independent pronoun.
<span style=""font-style: italic;"">Dey and dem </span>can occur as 3PL subject pronouns, but only <span style=""font-style: italic;"">dem</span> occurs as independent pronoun.",9,18,9,,1
7941,"{""wals_value_number"": 1, ""icon"": ""pie-100-FFFFFF.png""}",9-18,"There is a singular-plural distinction in 2nd person pronouns that is NOT linked to politeness (yu vs. unu).
(Note: Yu can also be used as 2PL, but mostly in meso-acrolects.)","There is a singular-plural distinction in 2nd person pronouns that is NOT linked to politeness (<span style=""font-style: italic;"">yu</span> vs. <span style=""font-style: italic;"">unu</span>).
(Note: <span style=""font-style: italic;"">Yu</span> can also be used as 2PL, but mostly in meso-acrolects.)",9,19,9,,1
7942,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",9-19,,,9,20,9,,1
7943,"{""_number_of_values"": 1, ""icon"": ""pie-100-0000FF.png""}",9-20,"The singular pronoun is in the objective form (e.g. mi 'me, I') when conjoined with a personal name.","The singular pronoun is in the objective form (e.g. <span style=""font-style: italic;"">mi</span> 'me, I') when conjoined with a personal name.",9,21,9,,1
7944,"{""wals_value_number"": 2, ""icon"": ""pie-100-FF7F00.png""}",9-21,,,9,22,9,,1
7945,"{""wals_value_number"": 4, ""icon"": ""pie-100-FF7F00.png""}",9-22,,,9,23,9,,1
8050,"{""wals_value_number"": 1, ""icon"": ""pie-100-FF0000.png""}",28-7,,,28,8,28,,1
8234,"{""wals_value_number"": 2, ""icon"": ""pie-100-FFFF00.png""}",23-71,,,23,72,23,Own knowledge,1
7946,"{""wals_value_number"": 6, ""icon"": ""pie-18-0000FF-42-FFB6C1-42-ADD8E6.png""}",9-23,"The plural word dem can be preposed or postposed to the nominal (Examples 10, 48). Plural can be double-marked as in Example 47, or it can be unmarked as in Ho moch li bway pikni? 'How many male children are there?'.","The plural word <span style=""font-style: italic;"">dem</span> can be preposed or postposed to the nominal (Examples 10, 48). Plural can be double-marked as in Example 47, or it can be unmarked as in <span style=""font-style: italic;"">Ho moch li bway pikni?</span> 'How many male children are there?'.",9,24,9,,1
7947,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",9-24,"The only way to refer to 'X and others' is through constructions such as the following: 

Sum a unu bayz ga ova dɛ.
'Some of you boys went over there.'

Bob en Seli en di bale de
'Bobo en Seli and their friends'","The only way to refer to 'X and others' is through constructions such as the following: 

<span style=""font-style: italic;"">Sum a unu bayz ga ova dɛ.</span>
'Some of you boys went over there.'
<span style=""font-style: italic;"">
Bob en Seli en di bale de</span>
'Bobo en Seli and their friends'",9,25,9,Own knowledge,1
7948,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF7F00.png""}",9-25,"Dey and dem occur as 3PL pronouns in subject position, but dem and em vary in object position. Dem also functions as nominal plural. In this case, it can either be preposed (Example 48) or postposed (Example 51) to the noun.","<span style=""font-style: italic;"">Dey</span> and <span style=""font-style: italic;"">dem</span> occur as 3PL pronouns in subject position, but <span style=""font-style: italic;"">dem</span> and <span style=""font-style: italic;"">em</span> vary in object position. <span style=""font-style: italic;"">Dem</span> also functions as nominal plural. In this case, it can either be preposed (Example 48) or postposed (Example 51) to the noun.",9,26,9,,1
7949,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFF00.png""}",9-26,Reduplication primarily applies to verbs.,Reduplication primarily applies to verbs.,9,27,9,,1
7950,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",9-27,"In the case of Example 53, sayda i ayz can be interpreted as an anti-dual ('looking sideways, so with one single eye'). However, it is not a widespread usage, and seems to be an alternate for the phrase 'cut eye'.","In the case of Example 53, <span style=""font-style: italic;"">sayda i ayz</span> can be interpreted as an anti-dual ('looking sideways, so with one single eye'). However, it is not a widespread usage, and seems to be an alternate for the phrase 'cut eye'.",9,28,9,,1
7951,"{""wals_value_number"": 1, ""icon"": ""pie-100-FF0000.png""}",9-28,"The definite article can be associated with a locative dɛ for a demonstrative value (Example 20), but cannot carry a demonstrative function by itself.

The singular demonstrative form dat varies phonetically (da/dat, see Example 62). Dat does not co-occur with the definite article di, but it can function as an anaphoric device, similar to a definite article (Example 62).","The definite article can be associated with a locative <span style=""font-style: italic;"">dɛ</span> for a demonstrative value (Example 20), but cannot carry a demonstrative function by itself.

The singular demonstrative form <span style=""font-style: italic;"">dat</span> varies phonetically (<span style=""font-style: italic;"">da/dat</span>, see Example 62). <span style=""font-style: italic;"">Dat</span> does not co-occur with the definite article <span style=""font-style: italic;"">di</span>, but it can function as an anaphoric device, similar to a definite article (Example 62).",9,29,9,,1
7952,"{""wals_value_number"": 2, ""icon"": ""pie-100-FFFF00.png""}",9-29,,,9,30,9,,1
7953,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFF00.png""}",9-30,,,9,31,9,,1
7954,"{""_number_of_values"": 2, ""icon"": ""pie-30-0000FF-70-FF0000.png""}",9-31,"Definite and demonstrative do not occur in adjacent position, but they may co-occur in the same noun phrase, at least with the postposed demonstrative dem (di ki dem 'these cayes').","Definite and demonstrative do not occur in adjacent position, but they may co-occur in the same noun phrase, at least with the postposed demonstrative <span style=""font-style: italic;"">dem</span> (<span style=""font-style: italic;"">di ki dem</span> 'these cayes').",9,32,9,,1
8242,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFF00.png""}",23-81,,,23,82,23,,1
7956,"{""wals_value_number"": 1, ""icon"": ""pie-100-FFFFFF.png""}",9-33,"Although dis and dat both occur (but dis is relatively rare), they are equivalent, so there is generally no distance contrast. Another demonstrative is dem.","Although <span style=""font-style: italic;"">dis</span> and <span style=""font-style: italic;"">dat</span> both occur (but <span style=""font-style: italic;"">dis</span> is relatively rare), they are equivalent, so there is generally no distance contrast. Another demonstrative is <span style=""font-style: italic;"">dem</span>.",9,34,9,,1
7957,"{""wals_value_number"": 1, ""icon"": ""pie-100-FFFFFF.png""}",9-34,,,9,35,9,Own knowledge,1
7958,"{""wals_value_number"": 7, ""icon"": ""pie-100-FFB6C1.png""}",9-35,,,9,36,9,,1
7959,"{""wals_value_number"": 1, ""icon"": ""pie-100-FFFFFF.png""}",9-36,,,9,37,9,,1
7960,"{""_number_of_values"": 2, ""icon"": ""pie-50-FF0000-50-FFB6C1.png""}",9-37,,,9,38,9,,1
7961,"{""wals_value_number"": 5, ""icon"": ""pie-50-0000FF-50-FFFFFF.png""}",9-38,"This feature illustrates the combination of English features (preposition 'of' > a in Example 53) and creole features (possessive preposition fi in Example 3), and an alternate juxtaposition construction (Examples 2 and 74).","This feature illustrates the combination of English features (preposition 'of' &gt; <span style=""font-style: italic;"">a</span> in Example 53) and creole features (possessive preposition<span style=""font-style: italic;""> fi</span> in Example 3), and an alternate juxtaposition construction (Examples 2 and 74).",9,39,9,,1
7997,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",9-74,The English form iz occurs - rarely - for emphasis in the basilectal default lect (Example 142). In this case it functions as a topic particle rather than a copula.,"The English form <span style=""font-style: italic;"">iz</span> occurs - rarely - for emphasis in the basilectal default lect (Example 142). In this case it functions as a topic particle rather than a copula.",9,75,9,,1
8316,"{""wals_value_number"": 2, ""icon"": ""pie-100-FFFF00.png""}",18-33,,,18,34,18,,1
7962,"{""_number_of_values"": 2, ""icon"": ""pie-50-FFFF00-50-0000FF.png""}",9-39,"The independent possessor (mia 'mine') is relatively rare. In Example 76 it contrasts with the dependent possessive adjective (may/mi 'my').
For the possessive adjective the possessive construction with adposition fi/fu + noun (fu i bonk as in Example 75) alternates with the construction without adposition (i bonk). The pronominal form (fu i/ fu yu/ fu mi/ fi wi/ fi unu/ fu dem) is possible, though rare (speakers seem to avoid it, and use the nominal possessor instead).
But mi/yu/i/wi/unu/dem cannot be used as independent possessive pronouns.","The independent possessor (<span style=""font-style: italic;"">mia</span> 'mine') is relatively rare. In Example 76 it contrasts with the dependent possessive adjective (<span style=""font-style: italic;"">may/mi</span> 'my').
For the possessive adjective the possessive construction with adposition <span style=""font-style: italic;"">fi/fu </span>+ noun (<span style=""font-style: italic;"">fu i bonk</span> as in Example 75) alternates with the construction without adposition (<span style=""font-style: italic;"">i bonk</span>). The pronominal form (<span style=""font-style: italic;"">fu i/ fu yu/ fu mi/ fi wi/ fi unu/ fu dem</span>) is possible, though rare (speakers seem to avoid it, and use the nominal possessor instead).
But <span style=""font-style: italic;"">mi/yu/i/wi/unu/dem</span> cannot be used as independent possessive pronouns.",9,40,9,,1
7963,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",9-40,,,9,41,9,,1
7964,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",9-41,,,9,42,9,,1
7965,"{""wals_value_number"": 4, ""icon"": ""pie-80-FFFF00-20-000000.png""}",9-42,There are two different particles: a (Example 84) and dan (Example 85). A is more frequent in the default lect (basilect).,"There are two different particles: <span style=""font-style: italic;"">a</span> (Example 84) and <span style=""font-style: italic;"">dan</span> (Example 85). <span style=""font-style: italic;"">A</span> is more frequent in the default lect (basilect).",9,43,9,,1
7966,"{""_number_of_values"": 2, ""icon"": ""pie-70-FF0000-30-FFB6C1.png""}",9-43,,,9,44,9,,1
7967,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",9-44,,,9,45,9,,1
7968,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF7F00.png""}",9-45,Adverbs very rarely occur between perfective and imperfective markers. Example 45 illustrates the combination of perfective and future markers (a counterfactual) which does not allow any intervening adverbial.,Adverbs very rarely occur between perfective and imperfective markers. Example 45 illustrates the combination of perfective and future markers (a counterfactual) which does not allow any intervening adverbial.,9,46,9,,1
7969,"{""_number_of_values"": 1, ""icon"": ""pie-100-964B00.png""}",9-46,,,9,47,9,,1
7970,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",9-47,HABITUAL de is less frequent than PROGRESSIVE de.,"HABITUAL <span style=""font-style: italic;"">de</span> is less frequent than PROGRESSIVE <span style=""font-style: italic;"">de</span>.",9,48,9,,1
7971,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",9-48,The use of invariant verbs is also a common expression of habituality. The third sentence (Example 91) illustrates the combination of the bare stem and the use of the habitual particle.,The use of invariant verbs is also a common expression of habituality. The third sentence (Example 91) illustrates the combination of the bare stem and the use of the habitual particle.,9,49,9,,1
